"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1903131","GO:1903131","mononuclear cell differentiation","111/4251","426/18722",0.055200786575043,0.147947528304851,0.100669909851942,"NOTCH2/PSEN1/CD46/GATA3/RORA/IL18/AP3D1/MDK/TRAF3IP2/F2RL1/CAMK4/SOX12/SLC46A2/PIK3R1/LY6D/NCAPH2/SPINK5/ATP7A/ERBB2/EZH2/EGR3/MR1/FANCA/ITGB8/CD83/TGFBR2/CHD7/LOXL3/IRF2BP2/PATZ1/BCL6/TOX/DROSHA/ZFP36L1/GLI3/IL1RL2/ITM2A/SFRP1/FCGR2B/ZBTB16/RIPK2/AXL/CYP26B1/HDAC9/NFKBIZ/CDK6/IL7/GAS6/ITPKB/MALT1/MFNG/ATF2/RIPK3/LTBR/KLF6/CEBPB/ANXA1/STAT6/FOXN1/FOXJ1/BMP4/FGL2/FOXP1/MERTK/MYB/STAT3/PPARG/PRDM1/SOS2/ZBTB46/RHOA/SOX4/TCF3/HECTD1/CSF1R/SOCS5/EGR1/DOCK11/XBP1/ZFP36L2/FNIP1/CTNNBIP1/MYC/BLNK/ITGB1/LGALS1/PIR/VSIR/CD74/HLA-DRA/IFI16/MAFB/PLCL2/LAG3/TRPM2/CEBPG/LEP/PTGER4/CRACR2A/RC3H1/FCRL3/POU2AF1/NDFIP1/BAX/ZAP70/FZD7/VEGFA/PCK1/MS4A1/DHRS2/CCL19",111
"GO:0009062","GO:0009062","fatty acid catabolic process","30/4251","100/18722",0.0552120458730523,0.147947528304851,0.100669909851942,"ADTRP/DECR1/ABHD2/ACOX2/PCCA/ACADL/ADIPOQ/BDH2/CROT/HADHA/ACOX1/MCEE/SCP2/ABCD3/IRS1/CNR1/PHYH/PEX2/ACAT1/HSD17B4/AIG1/PPARA/ECHDC1/ECHDC2/CEL/TWIST1/CRAT/CPT1C/LEP/PCK1",30
"GO:0014015","GO:0014015","positive regulation of gliogenesis","21/4251","66/18722",0.0561686981854598,0.150382519725732,0.102326783539789,"IL6ST/EGFR/MDK/CXCR4/E2F1/ASPA/TENM4/SOX10/MYB/HDAC1/DICER1/SPINT1/BMP2/HDAC2/HES1/SYNJ1/TSPO/UFL1/EGR2/PTPRZ1/PTN",21
"GO:0019229","GO:0019229","regulation of vasoconstriction","21/4251","66/18722",0.0561686981854598,0.150382519725732,0.102326783539789,"AGTR1/EGFR/ATP1A2/KCNMB2/CAV1/GJA1/HMGCR/TRPM4/EDN1/P2RX1/ADRA2A/ATP2B1/OXTR/RHOA/DOCK5/AVPR1A/ADM/CD38/LEP/F2R/CHRM3",21
"GO:0045197","GO:0045197","establishment or maintenance of epithelial cell apical/basal polarity","15/4251","44/18722",0.0566991445194441,0.151632075147227,0.103177035200484,"WDR1/ANK1/LIN7C/PTK7/OPHN1/PDCD6IP/WNT11/DLG1/SYNE4/PARD3B/RHOA/CDC42/LHX2/TTC8/MTCL1",15
"GO:0048066","GO:0048066","developmental pigmentation","15/4251","44/18722",0.0566991445194441,0.151632075147227,0.103177035200484,"DCT/TYRP1/AP3D1/MITF/RAB38/BCL2L11/ATP6AP2/GLI3/TYR/SOX10/EDNRB/MEF2C/ZEB2/ENPP1/BAX",15
"GO:0019221","GO:0019221","cytokine-mediated signaling pathway","122/4251","472/18722",0.0569621068434639,0.151632075147227,0.103177035200484,"PAFAH1B1/IL37/LRP8/CTSG/IL6ST/JAK1/IL20RB/IL18/PTPN11/TRAF3IP2/IL20RA/GHR/F2RL1/CXCR4/YTHDF3/MAP3K7/GFI1/IL1R2/ARG1/IL13RA1/GREM2/IL17RD/SLIT3/CEBPA/TNFRSF19/EREG/IL11RA/ACKR4/IFNGR1/IL33/F3/YAP1/FER/JAK2/LIFR/ACSL1/CAV1/RIPK1/TOLLIP/P4HB/IL17RC/CXCL12/UGCG/FAS/IL22RA1/OSMR/APPL2/ADIPOQ/CCL21/EDN1/KRAS/PLP2/IL36RN/IL1RL2/SPPL2A/IL1R1/RIPK2/SPPL2B/KRT8/IL1RN/AXL/HIPK1/IL7/ACKR1/GAS6/NOL3/IL1RAP/HSP90AB1/CD44/SLIT2/IL17RB/SP100/CASP1/CX3CR1/CCL13/PYCARD/VRK2/CASP4/STAT6/CCDC3/DUOX1/SIGIRR/OAS3/MMP12/STAT3/IL17RA/PPARG/PIAS4/ECM1/STAT1/TNFRSF1A/IL1F10/CSF1R/SOCS5/EGR1/CCL4/CNOT9/KRT18/CD74/CXCL9/APPL1/CXCL8/NFKBIA/IFITM2/CXCL2/ST18/LEP/CEACAM1/CSF2RB/CXCL13/XCL1/ISG15/CXCL10/ACKR3/PXDN/IL36G/IFI27/SAMHD1/C1QTNF4/CXCL11/CCL5/CCL19",122
"GO:0022037","GO:0022037","metencephalon development","32/4251","108/18722",0.0571067426111832,0.151632075147227,0.103177035200484,"PSEN1/RORA/PTPN11/MDK/KCNC1/KIF14/PPARGC1A/ATP7A/SEZ6/EZH2/CNTN1/CDK5R1/ATRN/CDK5R2/FCGR2B/OPHN1/ATF2/CKB/NEUROD2/SEC24B/EN1/GART/PROX1/CRK/SSTR2/PAK1/CBLN1/NEUROD1/NLGN4X/RPGRIP1L/FAIM2/PTN",32
"GO:0001759","GO:0001759","organ induction","9/4251","23/18722",0.0571913741110058,0.151632075147227,0.103177035200484,"WNT2B/MESP1/SPRY1/WNT11/BMP4/AR/BMP2/ROBO2/SIX1",9
"GO:0001919","GO:0001919","regulation of receptor recycling","9/4251","23/18722",0.0571913741110058,0.151632075147227,0.103177035200484,"PSEN1/VAMP3/KIF16B/EPS15/ANXA2/SNCA/INPP5F/OPTN/NSG1",9
"GO:0010888","GO:0010888","negative regulation of lipid storage","9/4251","23/18722",0.0571913741110058,0.151632075147227,0.103177035200484,"CES1/ABHD5/ITGAV/TTC39B/PPARG/PPARA/NFKBIA/LEP/ABCA1",9
"GO:0019430","GO:0019430","removal of superoxide radicals","9/4251","23/18722",0.0571913741110058,0.151632075147227,0.103177035200484,"FBLN5/SOD3/ATP7A/FANCC/NFE2L2/DHFR/NQO1/SOD2/CD36",9
"GO:0021871","GO:0021871","forebrain regionalization","9/4251","23/18722",0.0571913741110058,0.151632075147227,0.103177035200484,"WNT2B/PAX6/GLI3/BMP4/BMP2/LHX2/TRA2B/SIX3/EMX2",9
"GO:0021884","GO:0021884","forebrain neuron development","9/4251","23/18722",0.0571913741110058,0.151632075147227,0.103177035200484,"FGFR2/SCYL2/ATP7A/DCLK2/NRP1/NHLH2/NDNF/RAPGEF2/FOXG1",9
"GO:0030194","GO:0030194","positive regulation of blood coagulation","9/4251","23/18722",0.0571913741110058,0.151632075147227,0.103177035200484,"F3/THBD/USF1/NFE2L2/ANO6/CD36/SERPINE1/F7/F2R",9
"GO:0030325","GO:0030325","adrenal gland development","9/4251","23/18722",0.0571913741110058,0.151632075147227,0.103177035200484,"INSM1/MDK/PDGFRA/SMAD3/CITED2/WNT11/DKK3/ARID5B/TSPO",9
"GO:0035640","GO:0035640","exploration behavior","9/4251","23/18722",0.0571913741110058,0.151632075147227,0.103177035200484,"BRINP1/ATP1A2/DLG4/JPH3/DPP4/APOE/TNR/GAD1/PENK",9
"GO:0035812","GO:0035812","renal sodium excretion","9/4251","23/18722",0.0571913741110058,0.151632075147227,0.103177035200484,"AGTR1/CORIN/EDN1/COMT/EDNRB/ATP6V1B1/AVPR1A/ADORA1/TAC1",9
"GO:0035988","GO:0035988","chondrocyte proliferation","9/4251","23/18722",0.0571913741110058,0.151632075147227,0.103177035200484,"CCN3/DDR2/SOX9/MMP16/SIX2/FGFR3/STC1/COMP/CCN2",9
"GO:0035994","GO:0035994","response to muscle stretch","9/4251","23/18722",0.0571913741110058,0.151632075147227,0.103177035200484,"GSN/CDH2/MAPK14/DMD/NFKB1/EDN1/PIK3CA/NFKBIA/FOS",9
"GO:0036303","GO:0036303","lymph vessel morphogenesis","9/4251","23/18722",0.0571913741110058,0.151632075147227,0.103177035200484,"CCBE1/LGALS8/ACVR2B/SVEP1/PTPN14/PROX1/EPHA2/ACVRL1/VEGFA",9
"GO:0042438","GO:0042438","melanin biosynthetic process","9/4251","23/18722",0.0571913741110058,0.151632075147227,0.103177035200484,"DCT/TYRP1/ATP7A/TYR/PMEL/APPL1/ZEB2/RAPGEF2/CDH3",9
"GO:0090103","GO:0090103","cochlea morphogenesis","9/4251","23/18722",0.0571913741110058,0.151632075147227,0.103177035200484,"GRHL3/SOX9/PTK7/HOXA1/FRZB/PAX2/EYA1/CTHRC1/SIX1",9
"GO:1900048","GO:1900048","positive regulation of hemostasis","9/4251","23/18722",0.0571913741110058,0.151632075147227,0.103177035200484,"F3/THBD/USF1/NFE2L2/ANO6/CD36/SERPINE1/F7/F2R",9
"GO:1902410","GO:1902410","mitotic cytokinetic process","9/4251","23/18722",0.0571913741110058,0.151632075147227,0.103177035200484,"CHMP4C/CHMP2B/KIF20A/CEP55/CHMP1B/KIF20B/PDCD6IP/KLHDC8B/RHOA",9
"GO:2000737","GO:2000737","negative regulation of stem cell differentiation","9/4251","23/18722",0.0571913741110058,0.151632075147227,0.103177035200484,"JAG1/REST/YAP1/NFE2L2/HNRNPU/STAT3/ZFP36L2/HES1/N4BP2L2",9
"GO:2001169","GO:2001169","regulation of ATP biosynthetic process","9/4251","23/18722",0.0571913741110058,0.151632075147227,0.103177035200484,"PARP1/PPARGC1A/PID1/SPHK2/PINK1/STAT3/PPARA/ENO1/AK4",9
"GO:0051147","GO:0051147","regulation of muscle cell differentiation","44/4251","155/18722",0.0575397034106882,0.152426756543601,0.103717770861638,"CCN3/MAPK14/HOPX/EREG/RBM24/FGFR2/IGF1/EZH2/RBM38/MESP1/EDN1/RGS4/SHOX2/MYOCD/CYP26B1/HDAC9/MAMSTR/BHLHE41/BMPR1A/PI16/GPER1/BMP4/SOD2/SMAD1/PROX1/DNMT1/NFATC3/BMP2/XBP1/PPARA/EFEMP2/FGF9/MEF2C/NFATC2/PAK1/ARRB2/EFNB2/TMEM119/HEY2/GREM1/MAPK12/CEACAM5/BDNF/FZD7",44
"GO:1903364","GO:1903364","positive regulation of cellular protein catabolic process","44/4251","155/18722",0.0575397034106882,0.152426756543601,0.103717770861638,"PSEN1/AURKA/CLU/DAB2/CEBPA/NUPR1/CAV1/CDC20/CSNK1A1/NFE2L2/RNF217/RNF180/RNF14/FAF1/SH3RF2/RNFT2/OSBPL7/CBFA2T3/ECSCR/PLK2/GCLC/RNF128/PLK1/FBXW7/HECTD1/DACT1/FZR1/RNF19A/SOCS5/PSMC2/BAG2/ZYG11B/SMURF1/ATP5IF1/RNF144B/ARIH1/RNFT1/FBXL5/VPS35/CTSC/RDX/APOE/LDLR/EZR",44
"GO:0035966","GO:0035966","response to topologically incorrect protein","45/4251","159/18722",0.0577983964253159,0.153047421180248,0.104140097978119,"DNAJC3/NCK1/TRAM1/CLU/DNAJB4/CCND1/PIK3R1/ATF6/HSPB2/MFN2/TMED2/DNAJB12/BAG3/YOD1/BCL2L11/MBTPS1/NFE2L2/HSPB1/HSPB8/WFS1/HSPA4/UBXN4/HSP90AB1/DNAJB1/ABCA7/DAXX/TMTC4/UGGT2/EDEM1/ERMP1/HSPB7/HSPH1/AGR2/XBP1/FAF2/OPTN/BFAR/PPP1R15A/UFL1/BOK/SERPINH1/BAX/HSPA6/COMP/TMEM33",45
"GO:1903039","GO:1903039","positive regulation of leukocyte cell-cell adhesion","65/4251","239/18722",0.0580502133263516,0.153649362108103,0.10454968467171,"CD46/GATA3/IL6ST/IL18/AP3D1/PTPN11/MDK/NCK1/SOX12/CD55/IGF1/CAV1/HLA-DQB2/EGR3/CD83/TGFBR2/CCL21/BCL6/GLI3/IL1RL2/ZBTB16/RIPK2/NFKBIZ/IL7/ITPKB/ELANE/CD44/MALT1/IGFBP2/PYCARD/ANXA1/MAP3K8/NOD2/FLOT2/PIK3CA/MYB/RHOA/CD47/SOX4/HSPH1/SOCS5/XBP1/CD209/NFAT5/HAS2/HES1/LGALS1/VSIR/CD74/HLA-DRA/HLA-DPA1/HLA-E/FUT4/HLA-DPB1/LEP/DPP4/YES1/XCL1/HLA-DMA/GPAM/ZAP70/PCK1/CCL5/HLA-DRB4/CCL19",65
"GO:0048846","GO:0048846","axon extension involved in axon guidance","13/4251","37/18722",0.0585661911968657,0.154753882636031,0.105301248305454,"RYK/SLIT3/SEMA3G/CXCL12/SEMA3C/SLIT1/SLIT2/NRP1/SEMA4D/SEMA4B/ALCAM/VEGFA/SEMA3E",13
"GO:0060416","GO:0060416","response to growth hormone","13/4251","37/18722",0.0585661911968657,0.154753882636031,0.105301248305454,"GHR/PIK3R1/JAK2/STAT6/TRIM16/ASS1/STAT3/LEPROT/F7/SRD5A1/IGFBP5/GH2/GH1",13
"GO:0090218","GO:0090218","positive regulation of lipid kinase activity","13/4251","37/18722",0.0585661911968657,0.154753882636031,0.105301248305454,"VAV3/EEF1A2/PDGFRA/VAV2/CCL21/DGKZ/IRS1/NOD2/CDC42/FGFR3/TEK/PDGFRB/CCL19",13
"GO:1902284","GO:1902284","neuron projection extension involved in neuron projection guidance","13/4251","37/18722",0.0585661911968657,0.154753882636031,0.105301248305454,"RYK/SLIT3/SEMA3G/CXCL12/SEMA3C/SLIT1/SLIT2/NRP1/SEMA4D/SEMA4B/ALCAM/VEGFA/SEMA3E",13
"GO:0006941","GO:0006941","striated muscle contraction","50/4251","179/18722",0.0586343992324728,0.154868878478022,0.105379496459912,"GSN/PLN/CXCR4/ATP1A2/CHRNA1/CHGA/CAV1/PPP1R13L/FGF12/SCN3B/GJA1/DMD/GJC1/TRPM4/CALM3/CACNA1D/KCND3/ANK2/KCNN2/ATP8A2/KCNH2/DLG1/CLIC2/DSP/DSC2/ARG2/PIK3CA/SMAD5/SRI/TMEM38B/FKBP1B/GAA/CACNB2/CHRNB1/ADORA1/CAMK2D/CACNA2D1/JUP/GSTM2/STC1/PDE4B/KCNJ5/CASQ2/CALM1/MB/TNNT1/PKP2/NOS1/CCN2/ACTC1",50
"GO:0007176","GO:0007176","regulation of epidermal growth factor-activated receptor activity","11/4251","30/18722",0.0591274061686786,0.155516234337996,0.105819985441462,"PSEN1/BTC/EREG/NEURL1/TGFA/ADRA2A/CBLC/FBXW7/SOCS5/ADORA1/APP",11
"GO:0008209","GO:0008209","androgen metabolic process","11/4251","30/18722",0.0591274061686786,0.155516234337996,0.105819985441462,"PPARGC1A/PLEKHA1/TIPARP/ESR1/HSD17B11/HSD17B4/SPP1/ADM/SRD5A1/HSD3B1/DHRS9",11
"GO:0010453","GO:0010453","regulation of cell fate commitment","11/4251","30/18722",0.0591274061686786,0.155516234337996,0.105819985441462,"SOSTDC1/MESP1/LOXL3/BMPR1A/WNT11/BMP4/AR/HES1/SFRP2/ESRP1/FZD7",11
"GO:0010669","GO:0010669","epithelial structure maintenance","11/4251","30/18722",0.0591274061686786,0.155516234337996,0.105819985441462,"CXADR/INAVA/MUC4/SOX9/STRAP/LDB2/NOD2/RBP4/TLR4/SERPINA3/NEUROD1",11
"GO:0036296","GO:0036296","response to increased oxygen levels","11/4251","30/18722",0.0591274061686786,0.155516234337996,0.105819985441462,"CAT/CAV1/FAS/ATP6V1A/DNMT3B/HDAC1/HDAC2/PDGFRB/FOXO1/LCN2/COL1A1",11
"GO:0051125","GO:0051125","regulation of actin nucleation","11/4251","30/18722",0.0591274061686786,0.155516234337996,0.105819985441462,"GSN/ARFIP1/ABI2/ARPIN/WASF1/FCHSD2/SCIN/CTNNA2/NCKAP1/CYFIP1/WASL",11
"GO:0060292","GO:0060292","long-term synaptic depression","11/4251","30/18722",0.0591274061686786,0.155516234337996,0.105819985441462,"ABHD6/STXBP1/PLK2/KCNB1/ADORA1/ARC/SLC24A2/CD38/CBLN1/MAPT/PPP1R9A",11
"GO:0060674","GO:0060674","placenta blood vessel development","11/4251","30/18722",0.0591274061686786,0.155516234337996,0.105819985441462,"NOTCH2/MAPK1/PLCD3/TMED2/ITGB8/NR2F2/NSDHL/SPINT1/HES1/VASH2/HEY2",11
"GO:0061311","GO:0061311","cell surface receptor signaling pathway involved in heart development","11/4251","30/18722",0.0591274061686786,0.155516234337996,0.105819985441462,"NOTCH2/JAG1/MESP1/BMPR1A/WNT11/SNAI2/BMP4/ACVR1/BMP2/HEYL/HEY2",11
"GO:0070229","GO:0070229","negative regulation of lymphocyte apoptotic process","11/4251","30/18722",0.0591274061686786,0.155516234337996,0.105819985441462,"SLC46A2/PIP/TSC22D3/BCL6/AURKB/BMP4/FOXP1/ARG2/CD74/GPAM/CCL5",11
"GO:0019369","GO:0019369","arachidonic acid metabolic process","19/4251","59/18722",0.0600840027514051,0.157833730845714,0.107396910498522,"CYP4F12/PTGIS/ABHD6/AKR1C3/PLA2G4A/CBR1/CYP2J2/CYP1B1/ALOX12B/ALOXE3/PTGS1/ALOX15B/PTGDS/CYP2C18/ALOX12/MGLL/CYP2E1/EPHX1/AWAT1",19
"GO:0032768","GO:0032768","regulation of monooxygenase activity","19/4251","59/18722",0.0600840027514051,0.157833730845714,0.107396910498522,"EGFR/GFI1/ATP7A/CAV1/SNCA/NFKB1/DHFR/KRAS/CALM3/CNR1/ATP2B4/NPR3/VDR/ACVR2A/DDAH2/LEP/APOE/CDH3/CALM1",19
"GO:0043551","GO:0043551","regulation of phosphatidylinositol 3-kinase activity","19/4251","59/18722",0.0600840027514051,0.157833730845714,0.107396910498522,"VAV3/KLF4/PIK3R1/PDGFRA/VAV2/CCL21/PIK3IP1/IRS1/PIK3R2/NOD2/SOCS6/SOCS5/CDC42/PIK3R3/SOCS7/FGFR3/TEK/PDGFRB/CCL19",19
"GO:0010569","GO:0010569","regulation of double-strand break repair via homologous recombination","16/4251","48/18722",0.0605664197877018,0.158702235308376,0.107987878573245,"FIGNL1/PARP1/POLQ/TIMELESS/ACTR2/RAD51AP1/RMI2/PARPBP/FBH1/RAD51/MAD2L2/KDM1A/CHEK1/TEX15/RIF1/RADX",16
"GO:0042908","GO:0042908","xenobiotic transport","16/4251","48/18722",0.0605664197877018,0.158702235308376,0.107987878573245,"TMEM30A/CLDN1/ABCA8/SLC47A1/GJA1/SLC22A3/ABCC3/ABCA3/SLC22A18/SLC2A1/ABCC5/ATP8B1/ATP7B/EBP/SLC7A5/PDZK1",16
"GO:0090311","GO:0090311","regulation of protein deacetylation","16/4251","48/18722",0.0605664197877018,0.158702235308376,0.107987878573245,"SDR16C5/NCAPG2/JDP2/BCL6/SPHK2/SPRED1/PINK1/CCAR2/PRKAA1/CAMK2D/KDM5A/FNTA/PRKAA2/MAPT/NNMT/VEGFA",16
"GO:0097720","GO:0097720","calcineurin-mediated signaling","16/4251","48/18722",0.0605664197877018,0.158702235308376,0.107987878573245,"PRNP/CHP2/RCAN1/CHP1/IGF1/SLC8A2/CHERP/CAMTA1/ADGRB2/ATP2B4/NFATC3/PPP3CA/NFAT5/LMCD1/NFATC2/FHL2",16
"GO:1903053","GO:1903053","regulation of extracellular matrix organization","16/4251","48/18722",0.0605664197877018,0.158702235308376,0.107987878573245,"DDR2/ADTRP/CFLAR/SLC2A10/SOX9/SMAD3/ANTXR1/TNFRSF1A/BMP2/CST3/HAS2/EFEMP2/AEBP1/RGCC/DPP4/PHLDB2",16
"GO:2001238","GO:2001238","positive regulation of extrinsic apoptotic signaling pathway","16/4251","48/18722",0.0605664197877018,0.158702235308376,0.107987878573245,"CTNNA1/PEA15/CAV1/RIPK1/G0S2/TIMP3/SFRP1/SRPX/FAF1/PDIA3/LTBR/PYCARD/GPER1/TNFSF10/BID/RET",16
"GO:0006721","GO:0006721","terpenoid metabolic process","29/4251","97/18722",0.0610152975992532,0.159811675089819,0.108742789480264,"LRP8/ADH1B/EGFR/AKR1C3/SDR16C5/DGAT2/AKR1C1/ALDH3A2/RETSAT/HMGCS2/RDH12/FDFT1/CYP1B1/CYP26B1/ALDH1A1/CRABP2/DHRS13/RBP4/CYP2C18/CRABP1/AKR1B1/RARRES2/CYP2E1/CYP3A5/SRD5A1/DHRS9/RDH13/PECR/AKR1B10",29
"GO:0008306","GO:0008306","associative learning","24/4251","78/18722",0.0619524538352249,0.162063278944273,0.110274878320459,"SNAP25/ELAVL4/CREB1/ATP1A2/CLN8/ACTR2/HMGCR/KRAS/NRGN/RELN/NEUROD2/NPTX2/ABCA7/TPBG/TANC1/CCK/ITGB1/NDRG4/APP/NPTN/TNR/PPP1R1B/TAC1/FOS",24
"GO:0043154","GO:0043154","negative regulation of cysteine-type endopeptidase activity involved in apoptotic process","24/4251","78/18722",0.0619524538352249,0.162063278944273,0.110274878320459,"AQP1/KLF4/CRYAB/DDX3X/BIRC5/IFI6/SNCA/GAS6/NOL3/CD44/DHCR24/RPS6KA1/TNFAIP8/SFN/RPS6KA3/PAX2/FNIP1/SFRP2/MMP9/USP47/DNAJB6/ARRB2/NAIP/VEGFA",24
"GO:1901616","GO:1901616","organic hydroxy compound catabolic process","24/4251","78/18722",0.0619524538352249,0.162063278944273,0.110274878320459,"CYP4F12/INPP5A/AKR1C3/ALDH3B2/MAOA/ALDH2/IMPA2/CYP39A1/COMT/FAH/CYP46A1/DIO2/INPP4B/MAOB/MOXD1/SLC6A3/SYNJ1/GK5/CEL/APOE/NUDT3/MTMR2/SORD/AKR1B10",24
"GO:0006576","GO:0006576","cellular biogenic amine metabolic process","30/4251","101/18722",0.0620427626823154,0.16223186757239,0.110389593329145,"INSM1/GATA3/MAOA/ATP7A/SNCA/ODC1/GDE1/CHKA/SLC44A1/RNF180/COMT/HDC/HNMT/EPAS1/SLC22A3/TGFB2/SRM/ITGAM/SAT2/MAOB/TDO2/AZIN1/MOXD1/AKR1B1/SLC6A3/NAAA/NNMT/GDPD1/NR4A2/IDO1",30
"GO:0043484","GO:0043484","regulation of RNA splicing","42/4251","148/18722",0.0625681149910862,0.163401242855572,0.11118528694897,"MBNL2/MBNL1/CELF4/REST/AHNAK/HNRNPL/RBFOX1/PIK3R1/HNRNPA1/RBM10/SRSF12/RBM24/CELF3/RBM38/AHNAK2/METTL4/SRRM4/KHDRBS3/KHDRBS2/PTBP3/HNRNPU/KHDRBS1/QKI/WTAP/CELF5/NOVA2/RBFOX3/SLC38A2/NCBP1/TRA2B/SRPK2/SRSF1/PCBP4/RAVER2/SRSF3/DDX17/SRSF6/RBM5/RBM20/SRSF10/ESRP1/SF1",42
"GO:0050905","GO:0050905","neuromuscular process","42/4251","148/18722",0.0625681149910862,0.163401242855572,0.11118528694897,"PAFAH1B1/SLURP1/RBFOX1/POU4F1/NEFL/MYCBP2/CHRNA1/CLN8/SPART/FGF12/DMD/GRIN2D/UCHL1/POU4F3/NRXN1/ATP8A2/DLG4/GM2A/JPH3/TPP1/GRIN2C/SLITRK6/HOXA1/CTNNA2/HEXB/ITPR1/USH1C/POU4F2/GAA/MYO7A/SLC6A3/CHRNB1/APP/IGDCC3/RAC3/GSTM2/MB/TNR/COMP/TNNT1/GPR88/PENK",42
"GO:0097530","GO:0097530","granulocyte migration","42/4251","148/18722",0.0625681149910862,0.163401242855572,0.11118528694897,"VAV3/MAPK1/CXADR/XG/WDR1/MDK/CAMK1D/JAM3/PECAM1/LGALS3/CCL21/EDN1/CD99/IL1R1/SLIT2/S100A14/CCL13/ANXA1/NOD2/CKLF/TGFB2/RAC1/CSF1R/RIPOR2/CCL4/CD74/CXCL9/RARRES2/SCG2/CXCL8/CXCL2/PTGER4/DPP4/PDE4B/CXCL13/XCL1/CXCL10/CXCL11/S100A7/CCL5/CCL19/S100A8",42
"GO:1902373","GO:1902373","negative regulation of mRNA catabolic process","20/4251","63/18722",0.0626218631528889,0.16347355287477,0.111234489819727,"ELAVL4/TRAF3IP2/MAPK14/TENT5B/RBM10/YBX3/RBM24/E2F1/AXIN2/PKP1/PKP3/TENT4A/HNRNPU/ELAVL1/TOB1/LARP4B/MEIOC/HNRNPA0/DHX9/VIP",20
"GO:0031056","GO:0031056","regulation of histone modification","43/4251","152/18722",0.0628417201534798,0.163564609977545,0.111296449018592,"ISL1/GATA3/SDR16C5/GFI1/PAX5/ARRB1/PPARGC1A/CCNB1/SNCA/NCAPG2/JDP2/SETD7/BCL6/SETD5/SPHK2/MYOCD/BRCA1/PINK1/DNMT3B/NSD3/LMNA/MYB/NAP1L2/WDR61/DNMT1/KDM1A/CHEK1/OTUB2/GATA2/PAXBP1/PAXIP1/SMARCB1/CAMK2D/PHF19/KDM5A/TET1/TWIST1/RIF1/OGT/NNMT/SET/VEGFA/NOS1",43
"GO:0002577","GO:0002577","regulation of antigen processing and presentation","8/4251","20/18722",0.0630739345665042,0.163564609977545,0.111296449018592,"CCL21/FCGR2B/PYCARD/NOD2/FGL2/TAPBPL/CD74/CCL19",8
"GO:0006700","GO:0006700","C21-steroid hormone biosynthetic process","8/4251","20/18722",0.0630739345665042,0.163564609977545,0.111296449018592,"REST/PPARGC1A/DKK3/BMP2/EGR1/AKR1B1/ADM/TSPO",8
"GO:0009713","GO:0009713","catechol-containing compound biosynthetic process","8/4251","20/18722",0.0630739345665042,0.163564609977545,0.111296449018592,"INSM1/GATA3/SNCA/HDC/TGFB2/MOXD1/SLC6A3/NR4A2",8
"GO:0010042","GO:0010042","response to manganese ion","8/4251","20/18722",0.0630739345665042,0.163564609977545,0.111296449018592,"ADAM9/ARG1/ATP7A/FIBIN/ATP13A2/SOD2/TSPO/APP",8
"GO:0010523","GO:0010523","negative regulation of calcium ion transport into cytosol","8/4251","20/18722",0.0630739345665042,0.163564609977545,0.111296449018592,"CALM3/CLIC2/SRI/FKBP1B/GSTM2/CASQ2/CALM1/NOS1",8
"GO:0034104","GO:0034104","negative regulation of tissue remodeling","8/4251","20/18722",0.0630739345665042,0.163564609977545,0.111296449018592,"SFRP1/P2RX7/GPR137B/CST3/UBASH3B/CD38/TMEM119/GREM1",8
"GO:0042423","GO:0042423","catecholamine biosynthetic process","8/4251","20/18722",0.0630739345665042,0.163564609977545,0.111296449018592,"INSM1/GATA3/SNCA/HDC/TGFB2/MOXD1/SLC6A3/NR4A2",8
"GO:0043555","GO:0043555","regulation of translation in response to stress","8/4251","20/18722",0.0630739345665042,0.163564609977545,0.111296449018592,"DNAJC3/NCK1/DDX3X/TMED2/RPS6KA1/RPS6KA3/IMPACT/PPP1R15A",8
"GO:0043651","GO:0043651","linoleic acid metabolic process","8/4251","20/18722",0.0630739345665042,0.163564609977545,0.111296449018592,"ELOVL2/CYP2J2/ALOX12B/ALOXE3/ALOX15B/ELOVL3/ALOX12/GSTM2",8
"GO:0048670","GO:0048670","regulation of collateral sprouting","8/4251","20/18722",0.0630739345665042,0.163564609977545,0.111296449018592,"SPART/SEMA4D/RGMA/CRABP2/SPP1/EPHA7/DCC/BDNF",8
"GO:0071379","GO:0071379","cellular response to prostaglandin stimulus","8/4251","20/18722",0.0630739345665042,0.163564609977545,0.111296449018592,"PTGFR/AKR1C2/AKR1C3/SFRP1/PRKAA1/PRKAA2/PTGER4/GNG2",8
"GO:0071397","GO:0071397","cellular response to cholesterol","8/4251","20/18722",0.0630739345665042,0.163564609977545,0.111296449018592,"LRP8/CES1/LRP6/GRAMD1C/OSBPL7/AACS/GPLD1/ABCA1",8
"GO:0071731","GO:0071731","response to nitric oxide","8/4251","20/18722",0.0630739345665042,0.163564609977545,0.111296449018592,"AQP1/CFLAR/CCNA2/EGLN1/TXN/CRK/FOXO1/CCL19",8
"GO:0097320","GO:0097320","plasma membrane tubulation","8/4251","20/18722",0.0630739345665042,0.163564609977545,0.111296449018592,"CAVIN2/SH3GL2/PACSIN1/SH3GLB1/EHD2/MICALL1/SNX9/WASL",8
